Source.Name,Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
84e1a916-d1c8-4a1a-9fd4-c6725cfb1f51_Data.csv,External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,India,IND,-0.05848236300000747,-0.25930801321121943,-0.26766512064219083,-0.3035276373627942,-0.33788961784561844,-0.06114005517673541,-0.06426625757720215,-0.06956039082956118,-0.07035374272912547,-0.07097687381793738,-0.07521688094080686,-0.07635730571139744,-0.0742988719899278,-0.07329634272717177,-0.07435506877931672,-0.07333539666916407,-0.07154184144601902,-0.07450243904237783,-0.07192865020098722,-0.07008683873136999,-0.15728358264361267,-0.06937704312357124,-0.06673979928331916,-0.06308827312295455
853bb805-ef00-4671-8818-6555b7e0141c_Data.csv,Gross savings (% of GDP),NY.GNS.ICTR.ZS,India,IND,-0.05848236285226459,-0.18869927761120092,-0.17849062424973103,-0.1780883640655154,-0.15180725965651928,-0.06114005482233185,-0.06426625722924531,-0.06956039045620971,-0.07035374257857732,-0.0709768736670242,-0.0752168808284855,-0.07635730562205954,-0.07429887193274708,-0.07329634266459271,-0.07435506869762774,-0.07333539659149153,-0.07154184131487959,-0.07450243897143963,-0.07192865015114439,-0.07008683867116701,-0.13525893676113968,-0.06937704306708521,-0.06673979924656916,-0.06308827306097566
85f64712-4ff0-41d7-9463-cc941f4d98b8_Data.csv,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,India,IND,-0.05848236383745594,-1.3865011193253776,-1.3734830088394139,-1.3783456586182123,-1.3835793390374955,-0.06114005548331064,-0.06426625792939936,-0.06956039118687603,-0.07035374291286856,-0.07097687401350752,-0.0752168810548201,-0.0763573058191046,-0.07429887208860084,-0.07329634287134362,-0.07435506896934908,-0.07333539687924233,-0.07154184170122586,-0.07450243916692989,-0.07192865028962364,-0.07008683886809601,-0.38441244008282477,-0.06937704324210273,-0.06673979934945393,-0.06308827322705804
8fa33298-6b03-4d0c-a582-d25204297e75_Data.csv,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,India,IND,-0.045012252776828694,1.7516304862045335,1.743053515660876,1.7298863308658121,1.7424313336253006,-0.04507873588180611,-0.027705198375193054,-0.02811118954917983,-0.013487043189701464,-0.025932902551444065,-0.04483415606583048,-0.039744586620553836,-0.0519166105997332,-0.04670876420780859,-0.04172028782485025,-0.03381069483246603,-0.03162949651294911,-0.04429063279518324,-0.04415729624351098,-0.03656789165088146,1.4339746790332264,-0.04267358406838906,-0.04253712127265879,-0.04839571357776747
9d4ce9a5-5219-4711-97a5-3596b01bd957_Data.csv,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,India,IND,3.6312134599945893,1.826711555367956,1.821435811533208,1.8200522224503934,1.82443821974918,3.6282099049193723,3.617746756751076,3.5648752065058704,3.6270381370210405,3.6111819897288218,3.5886587909325165,3.584609222718666,3.6234190369726855,3.614419788328292,3.577927983807984,3.5757404958469414,3.552452782432126,3.560578038436366,3.605482502377958,3.581514479813537,1.7686510887157298,3.595862923748972,3.6430446873843745,3.6211568070104856
a16e6954-8199-4725-90db-69c7691dc7d9_Data.csv,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,India,IND,-3.4489720383212537,1.7252428783929277,1.748757710530896,1.747045278558734,1.6984696749917092,-3.427445004799153,-3.4277527578560116,-3.433482699980382,-3.397844462706218,-3.402571513639523,-3.3836303075446166,-3.3834943014090126,-3.375656520256278,-3.3917490593475432,-3.409369042223753,-3.418868110948275,-3.437055740626406,-3.410222065683031,-3.3968192654716347,-3.424917055262124,1.3879371079768659,-3.417438821095336,-3.397672434422245,-3.4286815855264363
a638323d-09a2-4aa4-96ac-7f166f03c0ea_Data.csv,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,India,IND,-0.05848236336378991,-0.45166448280410365,-0.44196138933154977,-0.45585955771739384,-0.45115193221264077,-0.061140055225813776,-0.06426625764984917,-0.0695603908768159,-0.07035374278701578,-0.07097687389369853,-0.07521688096790947,-0.07635730575082843,-0.07429887203003224,-0.07329634279059719,-0.07435506886841063,-0.07333539676098738,-0.0715418415319652,-0.07450243908357951,-0.07192865022837058,-0.07008683878200367,-0.20547887961181766,-0.06937704317813516,-0.06673979931594709,-0.06308827317309873
c0798eec-fd11-4784-80be-827cbb371bbe_Data.csv,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,India,IND,-0.058482363282307735,-0.39053873187159416,-0.358546204566161,-0.37203187289109574,-0.30449153299529896,-0.06114005503651379,-0.06426625744073113,-0.06956039067642877,-0.07035374263868624,-0.07097687375560444,-0.07521688088417172,-0.07635730564341427,-0.07429887194945839,-0.07329634269783156,-0.07435506875430471,-0.0733353966769105,-0.07154184143626571,-0.07450243902787669,-0.07192865018318789,-0.07008683872339287,-0.16591535377552677,-0.06937704309877152,-0.06673979925660134,-0.0630882730938431
ec5bc110-678e-4fdb-a5c0-ef0333cf94a4_Data.csv,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,India,IND,-0.058482317054956365,0.7907731952721082,0.7782834565435023,0.767241809166667,0.7867845361238371,-0.06114002080567404,-0.06426622068825322,-0.06956035077232885,-0.07035372085848349,-0.07097684988085276,-0.07521686337097692,-0.07635728891437185,-0.07429885739752662,-0.07329632347982043,-0.07435504372505779,-0.07333536901544134,-0.07154180409858873,-0.07450241653645258,-0.07192863189191981,-0.07008681232279793,0.2835311532229595,-0.06937701715616448,-0.06673978064601752,-0.06308824444315479
f2959cbd-2c29-4b02-83b3-0a3c64be5d3e_Data.csv,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,India,IND,-0.05848236331568053,-0.4114627080726916,-0.37865683005729783,-0.3856856373918355,-0.332824034434149,-0.061140055087876885,-0.06426625749921207,-0.06956039075334149,-0.07035374268405925,-0.07097687380670822,-0.07521688091094866,-0.0763573056784266,-0.07429887197791694,-0.07329634271488517,-0.0743550687772791,-0.07333539669639874,-0.07154184145675378,-0.07450243904663854,-0.07192865019911882,-0.07008683873970523,-0.16746831955379474,-0.06937704311326374,-0.06673979926817412,-0.0630882731051577
2455a3e7-b4bd-41a6-9e10-bad89e3aba90_Data.csv,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,India,IND,-0.058482362867311684,-0.15100278342833465,-0.15761291985079406,-0.17470185837929766,-0.13735730991367653,-0.061140054770121535,-0.06426625718355616,-0.06956039036915126,-0.07035374256013903,-0.07097687363458056,-0.07521688080830508,-0.07635730559877171,-0.07429887191995856,-0.07329634266616844,-0.07435506869166013,-0.0733353965942245,-0.07154184133198438,-0.07450243897556531,-0.0719286501473245,-0.07008683866877728,-0.13462116701074872,-0.06937704305506542,-0.06673979923660388,-0.06308827304795472
3b1d348d-e584-429d-89ac-6f3f8d1c0bd0_Data.csv,GDP (current US$),NY.GDP.MKTP.CD,India,IND,0.8990027725430274,1.81328961257712,1.8075034722987897,1.806253876157551,1.8115552003205493,0.9952316957820522,1.02381113479877,1.1681687089913244,1.0776001074354222,1.1122788772751602,1.231438233751227,1.2400320043044335,1.1439078964538683,1.1219522048338606,1.1797627975382012,1.159832955853413,1.1847080165812578,1.2344926054780534,1.1450489030450393,1.1366198054828045,1.6840496684380817,1.1162384109614278,1.029616639619538,1.007716254804296
83c79aa3-e204-4d2f-90ce-b65003f9760c_Data.csv,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,-0.05848236367344296,-0.713321769100237,-0.7870558502730957,-0.5820052595029203,-0.5817575683323176,-0.06114005531363674,-0.06426625775485832,-0.06956039101586221,-0.07035374288194575,-0.07097687392976722,-0.07521688099802581,-0.07635730578766953,-0.07429887206290257,-0.07329634282956841,-0.07435506890340166,-0.07333539680140581,-0.07154184158948397,-0.07450243912140085,-0.07192865025896053,-0.07008683883985437,-2.2207264433771794,-0.06937704318069089,-0.06673979932348566,-0.06308827317838937
96623f00-5622-4fa9-baca-bfba72b0f4ed_Data.csv,Consumer price index (2010 = 100),FP.CPI.TOTL,India,IND,-0.058482361938310384,0.02494927787951933,0.02388861461795386,0.010260997561083467,0.02215059322231898,-0.0611400542928667,-0.06426625667025558,-0.06956038982375948,-0.07035374221642597,-0.07097687321026201,-0.0752168804755054,-0.07635730525546713,-0.07429887160240306,-0.07329634216047944,-0.07435506797254221,-0.07333539575387263,-0.07154184012462218,-0.07450243831558054,-0.07192864965067258,-0.07008683790685744,0.006756343687145342,-0.06937704230032334,-0.06673979874683583,-0.06308827226585237
f41a6a1d-5799-4911-a695-8bfd57a4aa08_Data.csv,Lending interest rate (%),FR.INR.LEND,India,IND,-0.05848236334184429,-0.4234619302263611,-0.4335360841960589,-0.46618539705541745,-0.4823646607279844,-0.06114005525691659,-0.06426625769172037,-0.06956039090515177,-0.0703537427818473,-0.07097687388606774,-0.07521688099910158,-0.0763573057584932,-0.07429887203903827,-0.07329634280486541,-0.07435506887924895,-0.07333539678278114,-0.07154184157143813,-0.07450243910383308,-0.0719286502451105,-0.07008683880019359,-0.21958650675649816,-0.0693770431866943,-0.06673979931780666,-0.06308827317604375
fc69f7e9-b23d-4b40-a526-93b4f5f390ab_Data.csv,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,India,IND,-0.058482363666348555,-0.7895010023384439,-0.7498425164531539,-0.804448768608596,-0.8116903554634534,-0.061140055390759736,-0.06426625780218972,-0.06956039104359805,-0.07035374282904576,-0.07097687389907682,-0.0752168809754902,-0.07635730576579938,-0.0742988720441679,-0.07329634280656797,-0.0743550689098673,-0.07333539683096556,-0.07154184163313648,-0.07450243914483921,-0.07192865027097156,-0.07008683884091065,-0.24218434686758314,-0.06937704320892646,-0.06673979932453158,-0.06308827319285422
