Industry,Company,Financial_Metric,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Heavy_Investment_Years
Automobiles,TATAMOTORS_cash_flow,CAPEX,-26763.99999809265,-22969.0,-27991.0,-36232.0,-36694.0,-39571.0,-25139.0,-20878.0,-33115.0,-25672.0,-4444.0,-15417.0,-22782.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
Automobiles,CAPEX-Average,CAPEX-Average,-5050.558441175148,-4559.7186146679205,-6113.142857142857,-6656.639211157603,-7477.571428571428,-9088.714285714286,-6861.142857142857,-4190.0,-6329.142857142857,-8629.285714285714,-1540.142857142857,-5373.428571428572,-6265.857142857143,,
Automobiles,CAPEX-Median,CAPEX-Median,-1239.563636275008,-1394.0,-2072.0,-1043.47447810322,-2300.0,-3610.0,-3163.0,-660.0,-1508.0,-2869.0,-983.0,-2904.0,-2834.0,,
Automobiles,ASHOKLEY_cash_flow,FCF,-4010.109093815088,-2362.842423975467,274.0,219.0,-1731.0,1946.0,4625.0,-5642.0,1584.0,-92.0,4762.0,-1595.0,-7393.0,,
Automobiles,BAJAJ-AUTO_cahs_flow,FCF,4504.52272734046,3612.0,5574.0,2494.0,3758.0,6877.0,6282.0,2760.0,2084.0,5989.0,3921.0,4066.0,6630.0,,
Automobiles,EICHERMOT_cash_flow,FCF,1269.0,1506.0,2261.0,2145.524362113326,2464.0,3452.0,4627.0,2235.0,3202.0,3316.0,2510.0,5220.0,6558.0,,
Automobiles,HEROMOTOCO_cash_flow,FCF,3926.290908982977,4088.8727272246033,4579.0,2155.0,6022.0,5979.0,5875.0,-266.0,8337.0,6399.0,2326.0,3035.0,6751.0,,
Automobiles,M&M_cash_flow,FCF,-4372.113634645939,1981.0,4280.0,5412.0,7891.0,6058.0,6149.0,2827.0,5413.0,37595.0,12500.0,1792.0,-15.0,,"2019, 2020, 2021, 2022, 2023"
Automobiles,MARUTI_cash_flow,FCF,12327.40909010172,7178.0,9992.0,10940.0,15712.0,19455.0,20090.0,10141.0,4053.0,16147.0,2079.0,19635.0,28666.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2024"
Automobiles,TATAMOTORS_cash_flow,FCF,70744.72726917267,45132.0,64142.0,71763.0,74594.0,69770.0,48996.0,39769.0,59748.0,54673.0,18727.0,50805.0,90697.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
Automobiles,FCF-Average,FCF-Average,12055.675323876683,8733.57575760702,13014.57142857143,13589.789194587618,15530.0,16219.57142857143,13806.285714285714,7403.428571428572,12060.142857142857,17718.14285714286,6689.285714285715,11851.142857142857,18842.0,,
Automobiles,FCF-Median,FCF-Median,3926.290908982977,3612.0,4579.0,2494.0,6022.0,6058.0,6149.0,2760.0,4053.0,6399.0,3921.0,4066.0,6630.0,,
Automobiles,ASHOKLEY_cash_flow,FCF_Rank,11.0,10.0,5.0,6.0,9.0,3.0,2.0,12.0,4.0,7.0,1.0,8.0,13.0,,
Automobiles,BAJAJ-AUTO_cahs_flow,FCF_Rank,6.0,10.0,5.0,12.0,9.0,1.0,3.0,11.0,13.0,4.0,8.0,7.0,2.0,,
Automobiles,EICHERMOT_cash_flow,FCF_Rank,13.0,12.0,9.0,11.0,8.0,4.0,3.0,10.0,6.0,5.0,7.0,2.0,1.0,,
Automobiles,HEROMOTOCO_cash_flow,FCF_Rank,9.0,8.0,7.0,12.0,4.0,5.0,6.0,13.0,1.0,3.0,11.0,10.0,2.0,,
Automobiles,M&M_cash_flow,FCF_Rank,13.0,10.0,8.0,7.0,3.0,5.0,4.0,9.0,6.0,1.0,2.0,11.0,12.0,,"2019, 2020, 2021, 2022, 2023"
Automobiles,MARUTI_cash_flow,FCF_Rank,7.0,11.0,10.0,8.0,6.0,4.0,2.0,9.0,12.0,5.0,13.0,3.0,1.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2024"
Automobiles,TATAMOTORS_cash_flow,FCF_Rank,4.0,11.0,6.0,3.0,2.0,5.0,10.0,12.0,7.0,8.0,13.0,9.0,1.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
Automobiles,FCF_Rank-Average,FCF_Rank-Average,9.0,10.285714285714286,7.142857142857143,8.428571428571429,5.857142857142857,3.857142857142857,4.285714285714286,10.857142857142858,7.0,4.714285714285714,7.857142857142857,7.142857142857143,4.571428571428571,,
Automobiles,FCF_Rank-Median,FCF_Rank-Median,9.0,10.0,7.0,8.0,6.0,4.0,3.0,11.0,6.0,5.0,8.0,8.0,2.0,,
Automobiles,ASHOKLEY_cash_flow,Financing_CF,3778.436363101006,2571.793940067291,461.0,781.0,1660.0,738.0,1905.0,2398.0,1239.0,1331.0,-378.0,7281.0,8432.0,,
Automobiles,BAJAJ-AUTO_cahs_flow,Financing_CF,-2176.249999552965,-1445.0,-1496.0,-1644.0,-3384.0,-190.0,-1885.0,-2074.0,-6247.0,-20.0,-4056.0,-7181.0,-6167.0,,
Automobiles,EICHERMOT_cash_flow,Financing_CF,-111.0,-47.0,-162.0,-165.7331786807626,-466.0,25.0,-262.0,-292.0,-858.0,-15.0,-593.0,-417.0,-844.0,,
Automobiles,HEROMOTOCO_cash_flow,Financing_CF,-1359.52727278322,-1494.793939534575,-1414.0,-2131.0,-1475.0,-2036.0,-2102.0,-2252.0,-2602.0,-1852.0,-1975.0,-2147.0,-2717.0,,
Automobiles,M&M_cash_flow,Financing_CF,5618.454544305801,4508.0,5577.0,1669.0,2967.0,6108.0,6314.0,13194.0,6933.0,406.0,-5883.0,15946.0,12281.0,,"2019, 2020, 2021, 2022, 2023"
Automobiles,MARUTI_cash_flow,Financing_CF,-236.2954549789429,-979.0,-74.0,-2004.0,-1237.0,-1129.0,-3436.0,-2948.0,-3104.0,-1545.0,-1607.0,-1214.0,-4062.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2024"
Automobiles,TATAMOTORS_cash_flow,Financing_CF,-17709.43180894852,-1692.0,-3883.0,5201.0,-3795.0,6205.0,2012.0,8830.0,3390.0,9904.0,-3380.0,-26243.0,-37006.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
Automobiles,Financing_CF-Average,Financing_CF-Average,-1742.23051840812,203.14285721895936,-141.57142857142858,243.75240304560532,-818.5714285714286,1388.7142857142858,363.7142857142857,2408.0,-178.42857142857142,1172.7142857142858,-2553.1428571428573,-1996.4285714285716,-4297.571428571428,,
Automobiles,Financing_CF-Median,Financing_CF-Median,-236.2954549789429,-979.0,-162.0,-165.7331786807626,-1237.0,25.0,-262.0,-292.0,-858.0,-15.0,-1975.0,-1214.0,-2717.0,,
Automobiles,ASHOKLEY_cash_flow,Net_Cash_Flow,1895.01818215847,1267.721211969852,-20.0,752.0,841.0,-668.0,205.0,549.0,421.0,-707.0,550.0,-122.0,3309.0,,
Automobiles,BAJAJ-AUTO_cahs_flow,Net_Cash_Flow,-432.2727272808552,-621.0,-66.0,90.0,238.0,-532.0,488.0,140.0,-630.0,231.0,417.0,-692.0,319.0,,
Automobiles,EICHERMOT_cash_flow,Net_Cash_Flow,-388.0,-121.0,-329.0,-106.9709976799786,-4.0,-10.0,75.0,623.0,-673.0,51.0,-50.0,8.0,45.0,,
Automobiles,HEROMOTOCO_cash_flow,Net_Cash_Flow,89.2181818112731,51.29090905934572,-66.0,86.0,-53.0,-1.0,57.0,78.0,97.0,-31.0,-94.0,45.0,379.0,,
Automobiles,M&M_cash_flow,Net_Cash_Flow,622.2727272138,684.0,810.0,-1633.0,-154.0,416.0,1529.0,1672.0,-1394.0,-1370.0,113.0,6.0,1037.0,,"2019, 2020, 2021, 2022, 2023"
Automobiles,MARUTI_cash_flow,Net_Cash_Flow,197.2727271988988,-39.0,-76.0,-45.0,16.0,-20.0,50.0,113.0,-165.0,20.0,-6.0,780.0,874.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2024"
Automobiles,TATAMOTORS_cash_flow,Net_Cash_Flow,-493.0454548653215,-2499.0,4277.0,4500.0,-2589.0,-3167.0,730.0,6843.0,-3092.0,13232.0,6459.0,-6272.0,8128.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
Automobiles,Net_Cash_Flow-Average,Net_Cash_Flow-Average,212.92337660518072,-182.42683985297177,647.1428571428571,520.432714617146,-243.57142857142856,-568.8571428571429,447.7142857142857,1431.142857142857,-776.5714285714286,1632.2857142857142,1055.571428571429,-892.4285714285714,2013.0,,
Automobiles,Net_Cash_Flow-Median,Net_Cash_Flow-Median,89.2181818112731,-39.0,-66.0,86.0,-4.0,-20.0,205.0,549.0,-630.0,20.0,113.0,6.0,874.0,,
Automobiles,ASHOKLEY_cash_flow,Heavy_Investment_Flag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Automobiles,BAJAJ-AUTO_cahs_flow,Heavy_Investment_Flag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Automobiles,EICHERMOT_cash_flow,Heavy_Investment_Flag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Automobiles,HEROMOTOCO_cash_flow,Heavy_Investment_Flag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Automobiles,M&M_cash_flow,Heavy_Investment_Flag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,"2019, 2020, 2021, 2022, 2023"
Automobiles,MARUTI_cash_flow,Heavy_Investment_Flag,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2024"
Automobiles,TATAMOTORS_cash_flow,Heavy_Investment_Flag,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
Automobiles,Heavy_Investment_Flag-Average,Heavy_Investment_Flag-Average,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,,
Automobiles,Heavy_Investment_Flag-Median,Heavy_Investment_Flag-Median,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Automobiles,ASHOKLEY_cash_flow,Cash from Operating Activity,-2947.363638281822,-1833.909090340137,-104.0,95.0,-1275.0,270.0,1462.0,-3745.0,383.0,-1065.0,2845.0,-4499.0,-6258.0,,
Automobiles,BAJAJ-AUTO_cahs_flow,Cash from Operating Activity,3124.272727191448,2218.0,3502.0,2114.0,3690.0,3267.0,4328.0,2487.0,3850.0,3120.0,4197.0,5277.0,6558.0,,
Automobiles,EICHERMOT_cash_flow,Cash from Operating Activity,496.0,716.0,1047.0,1102.049884010106,1463.0,1708.0,2482.0,1575.0,1694.0,1691.0,1527.0,2823.0,3724.0,,
Automobiles,HEROMOTOCO_cash_flow,Cash from Operating Activity,2686.727272707969,2816.909090913832,2963.0,2186.0,3722.0,4007.0,4017.0,1032.0,5518.0,4110.0,2104.0,2614.0,4923.0,,
Automobiles,M&M_cash_flow,Cash from Operating Activity,-4684.909090161324,-922.0,-244.0,1055.0,2385.0,183.0,682.0,-4347.0,-1457.0,17909.0,9248.0,-7074.0,-5630.0,,"2019, 2020, 2021, 2022, 2023"
Automobiles,MARUTI_cash_flow,Cash from Operating Activity,6380.363636374474,4059.0,4995.0,6449.0,8482.0,10282.0,11788.0,6601.0,3496.0,8856.0,1840.0,10815.0,16801.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2024"
Automobiles,TATAMOTORS_cash_flow,Cash from Operating Activity,43980.72727108002,22163.0,36151.0,35531.0,37900.0,30199.0,23857.0,18891.0,26633.0,29001.0,14283.0,35388.0,67915.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
Automobiles,Cash from Operating Activity-Average,Cash from Operating Activity-Average,7005.116882701537,4173.8571429391,6901.428571428572,6933.149983430015,8052.428571428572,7130.857142857143,6945.142857142857,3213.428571428572,5731.0,9088.857142857143,5149.142857142857,6477.714285714285,12576.142857142857,,
Automobiles,Cash from Operating Activity-Median,Cash from Operating Activity-Median,2686.727272707969,2218.0,2963.0,2114.0,3690.0,3267.0,4017.0,1575.0,3496.0,4110.0,2845.0,2823.0,4923.0,,
Automobiles,ASHOKLEY_cash_flow,Cash from Investing Activity,1062.745455533266,528.9333336353302,-378.0,-124.0,456.0,-1676.0,-3163.0,1897.0,-1201.0,-973.0,-1917.0,-2904.0,1135.0,,
Automobiles,BAJAJ-AUTO_cahs_flow,Cash from Investing Activity,-1380.250000149012,-1394.0,-2072.0,-380.0,-68.0,-3610.0,-1954.0,-273.0,1766.0,-2869.0,276.0,1211.0,-72.0,,
Automobiles,EICHERMOT_cash_flow,Cash from Investing Activity,-773.0,-790.0,-1214.0,-1043.47447810322,-1001.0,-1744.0,-2145.0,-660.0,-1508.0,-1625.0,-983.0,-2397.0,-2834.0,,
Automobiles,HEROMOTOCO_cash_flow,Cash from Investing Activity,-1239.563636275008,-1271.963636310771,-1616.0,31.0,-2300.0,-1972.0,-1858.0,1298.0,-2819.0,-2289.0,-222.0,-421.0,-1828.0,,
Automobiles,M&M_cash_flow,Cash from Investing Activity,-312.7954555153847,-2903.0,-4524.0,-4357.0,-5506.0,-5875.0,-5467.0,-7174.0,-6870.0,-19686.0,-3252.0,-8866.0,-5615.0,,"2019, 2020, 2021, 2022, 2023"
Automobiles,MARUTI_cash_flow,Cash from Investing Activity,-5947.045453727245,-3119.0,-4997.0,-4491.0,-7230.0,-9173.0,-8302.0,-3540.0,-557.0,-7291.0,-239.0,-8820.0,-11865.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2024"
Automobiles,TATAMOTORS_cash_flow,Cash from Investing Activity,-26763.99999809265,-22969.0,-27991.0,-36232.0,-36694.0,-39571.0,-25139.0,-20878.0,-33115.0,-25672.0,-4444.0,-15417.0,-22782.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
Automobiles,Cash from Investing Activity-Average,Cash from Investing Activity-Average,-5050.558441175148,-4559.7186146679205,-6113.142857142857,-6656.639211157603,-7477.571428571428,-9088.714285714286,-6861.142857142857,-4190.0,-6329.142857142857,-8629.285714285714,-1540.142857142857,-5373.428571428572,-6265.857142857143,,
Automobiles,Cash from Investing Activity-Median,Cash from Investing Activity-Median,-1239.563636275008,-1394.0,-2072.0,-1043.47447810322,-2300.0,-3610.0,-3163.0,-660.0,-1508.0,-2869.0,-983.0,-2904.0,-2834.0,,
Automobiles,ASHOKLEY_cash_flow,Cash from Financing Activity,3778.436363101006,2571.793940067291,461.0,781.0,1660.0,738.0,1905.0,2398.0,1239.0,1331.0,-378.0,7281.0,8432.0,,
Automobiles,BAJAJ-AUTO_cahs_flow,Cash from Financing Activity,-2176.249999552965,-1445.0,-1496.0,-1644.0,-3384.0,-190.0,-1885.0,-2074.0,-6247.0,-20.0,-4056.0,-7181.0,-6167.0,,
Automobiles,EICHERMOT_cash_flow,Cash from Financing Activity,-111.0,-47.0,-162.0,-165.7331786807626,-466.0,25.0,-262.0,-292.0,-858.0,-15.0,-593.0,-417.0,-844.0,,
Automobiles,HEROMOTOCO_cash_flow,Cash from Financing Activity,-1359.52727278322,-1494.793939534575,-1414.0,-2131.0,-1475.0,-2036.0,-2102.0,-2252.0,-2602.0,-1852.0,-1975.0,-2147.0,-2717.0,,
Automobiles,M&M_cash_flow,Cash from Financing Activity,5618.454544305801,4508.0,5577.0,1669.0,2967.0,6108.0,6314.0,13194.0,6933.0,406.0,-5883.0,15946.0,12281.0,,"2019, 2020, 2021, 2022, 2023"
Automobiles,MARUTI_cash_flow,Cash from Financing Activity,-236.2954549789429,-979.0,-74.0,-2004.0,-1237.0,-1129.0,-3436.0,-2948.0,-3104.0,-1545.0,-1607.0,-1214.0,-4062.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2024"
Automobiles,TATAMOTORS_cash_flow,Cash from Financing Activity,-17709.43180894852,-1692.0,-3883.0,5201.0,-3795.0,6205.0,2012.0,8830.0,3390.0,9904.0,-3380.0,-26243.0,-37006.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
Automobiles,Cash from Financing Activity-Average,Cash from Financing Activity-Average,-1742.23051840812,203.14285721895936,-141.57142857142858,243.75240304560532,-818.5714285714286,1388.7142857142858,363.7142857142857,2408.0,-178.42857142857142,1172.7142857142858,-2553.1428571428573,-1996.4285714285716,-4297.571428571428,,
Automobiles,Cash from Financing Activity-Median,Cash from Financing Activity-Median,-236.2954549789429,-979.0,-162.0,-165.7331786807626,-1237.0,25.0,-262.0,-292.0,-858.0,-15.0,-1975.0,-1214.0,-2717.0,,
Automobiles,ASHOKLEY_cash_flow,Net Cash Flow,1895.01818215847,1267.721211969852,-20.0,752.0,841.0,-668.0,205.0,549.0,421.0,-707.0,550.0,-122.0,3309.0,,
Automobiles,BAJAJ-AUTO_cahs_flow,Net Cash Flow,-432.2727272808552,-621.0,-66.0,90.0,238.0,-532.0,488.0,140.0,-630.0,231.0,417.0,-692.0,319.0,,
Automobiles,EICHERMOT_cash_flow,Net Cash Flow,-388.0,-121.0,-329.0,-106.9709976799786,-4.0,-10.0,75.0,623.0,-673.0,51.0,-50.0,8.0,45.0,,
Automobiles,HEROMOTOCO_cash_flow,Net Cash Flow,89.2181818112731,51.29090905934572,-66.0,86.0,-53.0,-1.0,57.0,78.0,97.0,-31.0,-94.0,45.0,379.0,,
Automobiles,M&M_cash_flow,Net Cash Flow,622.2727272138,684.0,810.0,-1633.0,-154.0,416.0,1529.0,1672.0,-1394.0,-1370.0,113.0,6.0,1037.0,,"2019, 2020, 2021, 2022, 2023"
Automobiles,MARUTI_cash_flow,Net Cash Flow,197.2727271988988,-39.0,-76.0,-45.0,16.0,-20.0,50.0,113.0,-165.0,20.0,-6.0,780.0,874.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2024"
Automobiles,TATAMOTORS_cash_flow,Net Cash Flow,-493.0454548653215,-2499.0,4277.0,4500.0,-2589.0,-3167.0,730.0,6843.0,-3092.0,13232.0,6459.0,-6272.0,8128.0,,"2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
Automobiles,Net Cash Flow-Average,Net Cash Flow-Average,212.92337660518072,-182.42683985297177,647.1428571428571,520.432714617146,-243.57142857142856,-568.8571428571429,447.7142857142857,1431.142857142857,-776.5714285714286,1632.2857142857142,1055.571428571429,-892.4285714285714,2013.0,,
Automobiles,Net Cash Flow-Median,Net Cash Flow-Median,89.2181818112731,-39.0,-66.0,86.0,-4.0,-20.0,205.0,549.0,-630.0,20.0,113.0,6.0,874.0,,
Banking,AXISBANK_cash_flow,OCF,,2573.0,14464.0,-15162.0,-34495.0,32209.0,-38390.0,37125.0,30416.0,12633.0,28137.0,22075.0,-5555.0,,"2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023"
Banking,BANKBARODA_cash_flow,OCF,,23196.0,42233.0,17838.0,-10011.0,17865.0,-59692.0,-1449.0,18531.0,-887.0,6210.0,-21354.0,-6274.0,,
Banking,CANBK_cash_flow,OCF,,8010.0,14244.0,6344.0,9346.0,2575.0,-11120.0,18237.0,-5289.0,59118.0,919.0,-39978.0,15046.0,,
Banking,FEDERALBNK_cash_flow,OCF,,2880.0,1197.0,5158.0,-1557.0,3431.0,-5051.0,7873.0,3731.0,11179.0,-7774.0,489.0,6431.0,,
Banking,HDFCBANK_cash_flow,OCF,,-5847.0,4211.0,-21281.0,-34435.0,17282.0,17214.0,-62872.0,-16869.0,42476.0,-11960.0,20814.0,19069.0,,
Banking,ICICIBANK_cash_flow,OCF,,17494.0,6765.0,-12273.0,23645.0,52636.0,19383.0,48671.0,79565.0,138015.0,58111.0,-3771.0,157284.0,,"2013, 2014, 2015, 2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
Banking,IDFCFIRSTB_cash_flow,OCF,,7159.196420371532,7681.101184606552,8109.113090515137,8443.232140272856,14128.0,-5978.0,17364.0,10966.0,14042.0,2679.0,3563.0,11543.0,,"2013, 2014, 2015, 2016, 2017, 2024"
Banking,INDUSINDBK_cash_flow,OCF,,-42170.91029453278,-29152.44755363464,-18141.73806667328,-2927.0,11569.0,-20700.0,-6389.0,-12907.0,44976.0,16672.0,-12442.0,-16925.0,,
Banking,KOTAKBANK_cash_flow,OCF,,2878.0,9068.0,2302.0,5025.0,13222.0,-10392.0,1822.0,46619.0,4881.0,8308.0,-1242.0,15685.0,,"2017, 2020, 2021"
Banking,PNB_cash_flow,OCF,,-692.0,16906.0,4814.0,14167.0,21938.0,-1742.0,-33532.0,-12793.0,30950.0,20032.0,22592.0,-27939.0,,
Banking,SBIN_cash_flow,OCF,,24332.0,19142.0,26297.0,14477.0,77406.0,-96508.0,29556.0,23929.0,89919.0,57695.0,-86014.0,21632.0,,
Banking,YESBANK_cash_flow,OCF,,541.0,4436.0,-2317.0,-304.0,4384.0,-21810.0,-24573.0,-57721.0,55396.0,23598.0,-25816.0,9645.0,,"2016, 2018, 2019, 2022, 2023, 2024"
Banking,OCF-Average,OCF-Average,,3362.773843819896,9266.221135914326,140.61458532015482,-718.8139883105954,22387.08333333333,-19565.5,2652.75,9014.833333333334,41891.5,16885.583333333332,-10090.333333333334,16636.833333333332,,
Banking,OCF-Median,OCF-Median,,2879.0,8374.550592303276,3558.0,2360.5,15705.0,-10756.0,4847.5,7348.5,36713.0,12490.0,-2506.5,10594.0,,
Banking,AXISBANK_cash_flow,CAPEX,,-10939.0,-14166.0,-7972.0,9211.0,-12458.0,-10007.0,-18674.0,-9485.0,-54288.0,-27112.0,-32351.0,-9001.0,,"2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2022, 2023"
Banking,BANKBARODA_cash_flow,CAPEX,,-514.0,-730.0,-556.0,-4005.0,-551.0,-414.0,-2537.0,-139.0,-471.0,-3645.0,-1096.0,-1285.0,,
Banking,CANBK_cash_flow,CAPEX,,-435.0,-380.0,-1104.0,-443.0,-476.0,-487.0,-745.0,-445.0,-1116.0,-1429.0,-1156.0,-1750.0,,
Banking,FEDERALBNK_cash_flow,CAPEX,,-3487.0,-737.0,-1364.0,1990.0,-2384.0,-1579.0,-3378.0,-4688.0,-3913.0,901.0,-9860.0,-8912.0,,
Banking,HDFCBANK_cash_flow,CAPEX,,-902.0,-1099.0,-800.0,-837.0,-1146.0,-842.0,-1503.0,-1403.0,-1823.0,-2051.0,-2992.0,16600.0,,
Banking,ICICIBANK_cash_flow,CAPEX,,-18563.0,-15750.0,-13175.0,-12060.0,-1711.0,-50551.0,-30282.0,-42095.0,-63631.0,-39448.0,-67689.0,-144737.0,,"2013, 2014, 2015, 2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024"
Banking,IDFCFIRSTB_cash_flow,CAPEX,,-18376.19643902779,-13421.45833873749,-9337.922626256945,-6125.589286565781,-4918.0,-1027.0,-494.0,-3790.0,-2833.0,-2960.0,-11996.0,-9887.0,,"2013, 2014, 2015, 2016, 2017, 2024"
Banking,INDUSINDBK_cash_flow,CAPEX,,-1756.757571727037,-1234.166663229465,-798.1666651964188,-258.0,-285.0,-217.0,-633.0,1445.0,-324.0,-395.0,-481.0,-703.0,,
Banking,KOTAKBANK_cash_flow,CAPEX,,-9035.0,-1130.0,-4467.0,-2353.0,-5289.0,-5475.0,-3323.0,-13068.0,-11172.0,-10903.0,-10381.0,-8919.0,,"2017, 2020, 2021"
